# total log msd
###################
# *** number of boundary hits 334402
# *** number of transit msds greater than max bin transit msd 51
# version = 1.009
# time for empty site = 0
# number of threads = 32
# cpu time = 4046.74 minutes
# start time = Sat Nov  8 01:00:04 2014
# stop time = Sat Nov  8 03:56:11 2014
# Walk on clusters
# Time function:
# A = 1
# gamma_prime = 0
# n_perc_samples = 20
# n_walks_per_sample = 200
# number_of_cluster_entries_per_walk = 1064.74
### Walk2D
# Lx = 10000
# Ly = 10000
# Number of walks = 128000
# number of steps per walk = 5000000
# Total number of boundary hits = 334402
# Total number of steps = 640000000000
# Walk rng name  = mt19937_64
# Clusters
# Number of clusters 2761062
1 1.03099
1.0057 1.0715
1.01141 1.10733
1.01711 1.14059
1.02282 1.17124
1.02852 1.19954
1.03423 1.22511
1.03993 1.25059
1.04564 1.27424
1.05134 1.29654
1.05705 1.31794
1.06275 1.33834
1.06846 1.35858
1.07416 1.37729
1.07987 1.39513
1.08557 1.41242
1.09127 1.42955
1.09698 1.44538
1.10268 1.4608
1.10839 1.47539
1.11409 1.48961
1.1198 1.50386
1.1255 1.5174
1.13121 1.53088
1.13691 1.54392
1.14262 1.55611
1.14832 1.56815
1.15403 1.57973
1.15973 1.59062
1.16544 1.6014
1.17114 1.61255
1.17684 1.62308
1.18255 1.63338
1.18825 1.6432
1.19396 1.65308
1.19966 1.66235
1.20537 1.67173
1.21107 1.68111
1.21678 1.69009
1.22248 1.69873
1.22819 1.70701
1.23389 1.71566
1.2396 1.7239
1.2453 1.73242
1.25101 1.74069
1.25671 1.74855
1.26242 1.75632
1.26812 1.76365
1.27382 1.77089
1.27953 1.77851
1.28523 1.78562
1.29094 1.7929
1.29664 1.7997
1.30235 1.80658
1.30805 1.81347
1.31376 1.82058
1.31946 1.82702
1.32517 1.83363
1.33087 1.8394
1.33658 1.84546
1.34228 1.85169
1.34799 1.8575
1.35369 1.86355
1.35939 1.86955
1.3651 1.87543
1.3708 1.88131
1.37651 1.88684
1.38221 1.89218
1.38792 1.89783
1.39362 1.90314
1.39933 1.90857
1.40503 1.91406
1.41074 1.91902
1.41644 1.92423
1.42215 1.92913
1.42785 1.93422
1.43356 1.93921
1.43926 1.94417
1.44496 1.94925
1.45067 1.95367
1.45637 1.95861
1.46208 1.96355
1.46778 1.96814
1.47349 1.97272
1.47919 1.97743
1.4849 1.98186
1.4906 1.98634
1.49631 1.9908
1.50201 1.99528
1.50772 1.99956
1.51342 2.00382
1.51913 2.00801
1.52483 2.01226
1.53053 2.01622
1.53624 2.02037
1.54194 2.02434
1.54765 2.02859
1.55335 2.03282
1.55906 2.03688
1.56476 2.04096
1.57047 2.04499
1.57617 2.04885
1.58188 2.05275
1.58758 2.05654
1.59329 2.06048
1.59899 2.06417
1.6047 2.06787
1.6104 2.07132
1.6161 2.07499
1.62181 2.07866
1.62751 2.08236
1.63322 2.08588
1.63892 2.08919
1.64463 2.0926
1.65033 2.09631
1.65604 2.09999
1.66174 2.10344
1.66745 2.10654
1.67315 2.1101
1.67886 2.11342
1.68456 2.11689
1.69027 2.12002
1.69597 2.12329
1.70167 2.12649
1.70738 2.12993
1.71308 2.13319
1.71879 2.13619
1.72449 2.13939
1.7302 2.14272
1.7359 2.14559
1.74161 2.14858
1.74731 2.15165
1.75302 2.15452
1.75872 2.15764
1.76443 2.16051
1.77013 2.16342
1.77584 2.16639
1.78154 2.16911
1.78725 2.17182
1.79295 2.17473
1.79865 2.17765
1.80436 2.18031
1.81006 2.18301
1.81577 2.18557
1.82147 2.18816
1.82718 2.19112
1.83288 2.19412
1.83859 2.19706
1.84429 2.20008
1.85 2.2027
1.8557 2.20525
1.86141 2.20819
1.86711 2.21116
1.87282 2.21377
1.87852 2.21659
1.88422 2.21909
1.88993 2.22176
1.89563 2.2243
1.90134 2.2269
1.90704 2.22925
1.91275 2.23181
1.91845 2.23443
1.92416 2.237
1.92986 2.23956
1.93557 2.2419
1.94127 2.24426
1.94698 2.24662
1.95268 2.24916
1.95839 2.25155
1.96409 2.25378
1.96979 2.25626
1.9755 2.25858
1.9812 2.26108
1.98691 2.2635
1.99261 2.26591
1.99832 2.26828
2.00402 2.27054
2.00973 2.27302
2.01543 2.27513
2.02114 2.27733
2.02684 2.27966
2.03255 2.28197
2.03825 2.28416
2.04396 2.28658
2.04966 2.28872
2.05536 2.29101
2.06107 2.29315
2.06677 2.2955
2.07248 2.29777
2.07818 2.29995
2.08389 2.30222
2.08959 2.30434
2.0953 2.30653
2.101 2.30886
2.10671 2.31118
2.11241 2.3135
2.11812 2.31571
2.12382 2.31781
2.12953 2.31991
2.13523 2.32232
2.14093 2.32454
2.14664 2.32694
2.15234 2.32896
2.15805 2.33116
2.16375 2.33327
2.16946 2.33558
2.17516 2.33769
2.18087 2.33977
2.18657 2.34178
2.19228 2.3439
2.19798 2.34605
2.20369 2.34814
2.20939 2.35028
2.2151 2.3527
2.2208 2.35477
2.22651 2.35696
2.23221 2.35893
2.23791 2.3611
2.24362 2.36356
2.24932 2.36572
2.25503 2.36783
2.26073 2.37019
2.26644 2.37241
2.27214 2.37491
2.27785 2.37698
2.28355 2.37942
2.28926 2.38152
2.29496 2.38386
2.30067 2.3859
2.30637 2.38824
2.31208 2.39062
2.31778 2.39294
2.32348 2.39525
2.32919 2.39764
2.33489 2.39969
2.3406 2.40203
2.3463 2.40427
2.35201 2.40651
2.35771 2.40872
2.36342 2.41111
2.36912 2.41332
2.37483 2.41584
2.38053 2.41812
2.38624 2.42046
2.39194 2.42272
2.39765 2.425
2.40335 2.42741
2.40905 2.42965
2.41476 2.43337
2.42046 2.43991
2.42617 2.4449
2.43187 2.45117
2.43758 2.45607
2.44328 2.46267
2.44899 2.46901
2.45469 2.47353
2.4604 2.47923
2.4661 2.48509
2.47181 2.49055
2.47751 2.49636
2.48322 2.50205
2.48892 2.50781
2.49462 2.51338
2.50033 2.51894
2.50603 2.52411
2.51174 2.52947
2.51744 2.53611
2.52315 2.54126
2.52885 2.54633
2.53456 2.55256
2.54026 2.55779
2.54597 2.56438
2.55167 2.57035
2.55738 2.57503
2.56308 2.58104
2.56879 2.5867
2.57449 2.59264
2.58019 2.59825
2.5859 2.60434
2.5916 2.60996
2.59731 2.61526
2.60301 2.62067
2.60872 2.62712
2.61442 2.63237
2.62013 2.63748
2.62583 2.64339
2.63154 2.64948
2.63724 2.65469
2.64295 2.66089
2.64865 2.66688
2.65436 2.67238
2.66006 2.67777
2.66577 2.68297
2.67147 2.68861
2.67717 2.69409
2.68288 2.69952
2.68858 2.70559
2.69429 2.71088
2.69999 2.717
2.7057 2.72245
2.7114 2.72866
2.71711 2.73452
2.72281 2.74052
2.72852 2.74644
2.73422 2.75249
2.73993 2.75787
2.74563 2.76403
2.75134 2.76974
2.75704 2.77502
2.76274 2.78118
2.76845 2.78637
2.77415 2.79215
2.77986 2.7977
2.78556 2.8034
2.79127 2.80922
2.79697 2.81463
2.80268 2.8202
2.80838 2.82631
2.81409 2.83178
2.81979 2.83772
2.8255 2.84334
2.8312 2.84832
2.83691 2.8541
2.84261 2.86022
2.84831 2.86596
2.85402 2.87164
2.85972 2.87703
2.86543 2.88322
2.87113 2.88922
2.87684 2.89494
2.88254 2.90065
2.88825 2.90621
2.89395 2.91197
2.89966 2.91766
2.90536 2.92357
2.91107 2.92865
2.91677 2.9343
2.92248 2.93992
2.92818 2.94532
2.93388 2.95073
2.93959 2.95664
2.94529 2.96229
2.951 2.96814
2.9567 2.97424
2.96241 2.98007
2.96811 2.98575
2.97382 2.9912
2.97952 2.99653
2.98523 3.00234
2.99093 3.00821
2.99664 3.01367
3.00234 3.01942
3.00805 3.02479
3.01375 3.03062
3.01945 3.03604
3.02516 3.04195
3.03086 3.04783
3.03657 3.05363
3.04227 3.05949
3.04798 3.065
3.05368 3.0709
3.05939 3.07654
3.06509 3.08216
3.0708 3.08812
3.0765 3.09345
3.08221 3.09946
3.08791 3.10532
3.09362 3.11098
3.09932 3.11644
3.10502 3.12239
3.11073 3.12815
3.11643 3.13394
3.12214 3.13935
3.12784 3.14509
3.13355 3.15078
3.13925 3.15624
3.14496 3.16179
3.15066 3.16745
3.15637 3.17308
3.16207 3.17871
3.16778 3.18462
3.17348 3.19077
3.17919 3.19613
3.18489 3.20198
3.1906 3.20781
3.1963 3.21332
3.202 3.21904
3.20771 3.22467
3.21341 3.23041
3.21912 3.23609
3.22482 3.24187
3.23053 3.2476
3.23623 3.25317
3.24194 3.25891
3.24764 3.26418
3.25335 3.27003
3.25905 3.2758
3.26476 3.28158
3.27046 3.28752
3.27617 3.29312
3.28187 3.29865
3.28757 3.30406
3.29328 3.30987
3.29898 3.3155
3.30469 3.32084
3.31039 3.32643
3.3161 3.33237
3.3218 3.3377
3.32751 3.34343
3.33321 3.34888
3.33892 3.35459
3.34462 3.36058
3.35033 3.36591
3.35603 3.37157
3.36174 3.37737
3.36744 3.3825
3.37314 3.38823
3.37885 3.39388
3.38455 3.39978
3.39026 3.40584
3.39596 3.41131
3.40167 3.41743
3.40737 3.4233
3.41308 3.42922
3.41878 3.43482
3.42449 3.44046
3.43019 3.44619
3.4359 3.45202
3.4416 3.45755
3.44731 3.46304
3.45301 3.46869
3.45871 3.47456
3.46442 3.48004
3.47012 3.48558
3.47583 3.49142
3.48153 3.49721
3.48724 3.50285
3.49294 3.50863
3.49865 3.51442
3.50435 3.51984
3.51006 3.52571
3.51576 3.53151
3.52147 3.53685
3.52717 3.54275
